ï»¿,created at,from user,text
86,1/2/2022 12:34,OfficialGaluhID,"Hasil Final Piala AFF 2020, Bukti Timnas Indonesia Lebih Unggul dari Vietnam- https://t.co/iUJ1a7FiRa
#PialaAFF2020 #TimnasIndonesia #TimnasThailand #TimnasVietnam https://t.co/nh1ksLn3ff"
87,1/2/2022 12:34,OfficialGaluhID,"Hasil Final Piala AFF 2020, Bukti Timnas Indonesia Lebih Unggul dari Vietnam- https://t.co/iUJ1a7FiRa
#PialaAFF2020 #TimnasIndonesia #TimnasThailand #TimnasVietnam https://t.co/p5n6YyJAIy"
88,1/2/2022 12:33,tribunpontianak,"Meskipun Kalah, Berikut Daftar Penghargaan Piala AFF 2020, Pratama Arhan Pemain Muda Terbaik

Video Selengkapnya : https://t.co/LKUtD6KRa4

#TimnasIndonesia #PialaAFF2020 #Arhan #PratamaArhan #RunnerUp #ManOfTheMatch #TimFairPlay #Penghargaan https://t.co/LdhRT4ZaX4"
89,1/2/2022 12:00,sportstarsdotid,"Ricky Kambuaya buka suara soal peluang masin di luar negeri usai Piala AFF 2020.
#AFFSuzukiCup2020 #PialaAFF2020 #TimnasIndonesia #KitaGaruda
https://t.co/mmWN9pvjVf"
90,1/2/2022 11:46,RamaputraAldo,"Selamat kepada Thailand yang tampil menjadi juara Piala AFF 2020 malam ini. 
#PialaAFF2020
#PialaAFF2021

 https://t.co/OeQDLSO0Cz"
91,1/2/2022 11:32,suzannita,"Thank you coach STY #STYSTAY #Timnas #TimnasIndonesia #SelamanyaGaruda #PialaAFF #PialaAFF2020 

 https://t.co/izOrGh58JK"
92,1/2/2022 11:13,tribunpontianak,"Ucapan Selamat Jokowi: Timnas Indonesia Sudah Berjuang dengan Gigih, Saya Tetap Bangga

Video Selengkapnya : https://t.co/ozSpSqSGMw

#Jokowi #TimnasIndoensia #PialaAFF2020 #PresidenJokowi #TimnasThailand #FinalPialaAFF #AFFSuzukiCup2020 https://t.co/1jEQjbhihS"
93,1/2/2022 10:40,Neng_Anyar,"Meski gagal jadi juara, tapi Indonesia raih sbg Tim Fair Play, dan Pratama Arhan sbgvPemain Muda Terbaik #PialaAFF2020 

Selamat Timnas Garuda, kami bangga dg kalian. Trims coach STY. https://t.co/AZj4tAj0L0"
94,1/2/2022 10:34,GOAL_ID,"Tae-yong akan beristirahat terlebih dulu sambil menyiapkan program untuk empat event sepanjang 2022.

#indonesia #PialaAFF2020 
https://t.co/QKdPJEXSgq"
95,1/2/2022 10:31,GTVID_News,"Indonesia gagal menjadi juara Piala AFF 2020 meski bermain imbang dengan skor akhir 2-2 dalam final leg kedua di National Stadium, Singapura. NNN

#GTVNews #BuletiniNewsPagi #BuletiniNews #ShinTaeyong #Indonesia #GarudaMuda #TimnasGaruda #SepakBola #PialaAFF2020 #SuzukiAFF2020 https://t.co/7IAc6Mui4Q"
96,1/2/2022 10:26,bolaskorcom,"Daftar Penghargaan Individu Piala AFF 2020: Dominasi Chanathip Songkrasin

#bolaskorcom #AFFSuzukiCup2020 #PialaAFF2020 
 https://t.co/fPHUwRilKy"
97,1/2/2022 10:22,OfficialiNewsTV,"Leg 2 Final Piala AFF 2020, Thailand Keluar Sebagai Juara

#SeputariNewsRCTI #SeputariNews #Infografis #BukanBeritaBiasa #Thailand #Indonesia #PialaAFF2020 #AFF2020 #Juara #Final https://t.co/QXLp39pbpw"
98,1/2/2022 10:21,madrid_zidan10,"Ù‚ÙŠÙ… Ù…Ø§Ù†Ùˆ Ø£Ù† Ø¥Ù†Ø¯ÙˆÙ†ÙŠØ³ÙŠØ§ Ù„Ø¯ÙŠÙ‡Ø§ Ù…Ø³ØªÙ‚Ø¨Ù„ Ù…Ø´Ø±Ù‚ ÙÙŠ Ø§Ù„Ø¢Ø³ÙŠØ§Ù† ÙˆÙƒØ±Ø© Ø§Ù„Ù‚Ø¯Ù… Ø§Ù„Ø¢Ø³ÙŠÙˆÙŠØ©.

 #PialaAFF2020

 https://t.co/scDH14a5rm"
99,1/2/2022 9:42,oryaoiii,Selamat pagi dari aku yang bangga banget sama perjuangan Timnas Indonesia #PialaAFF2020 https://t.co/sHL959vZ4N
100,1/2/2022 9:40,lampungpost_,"Thailand menjuarai Piala AFF 2020 setelah mengalahkan Indonesia di Final. Thailand menang dengan agregat 6-2 setelah menang 4-0 pada leg pertama dan imbang 2-2 pada leg kedua.

#Thailand #PialaAFF2020 #PialaAFF #TimnasPastiJuara #lampostco
https://t.co/ERKw2ns0to"
